Date|Time|Symbol|Strike|Call_Put|Expiration|Alert_Type|Side|Vol|OI|Vol_OI_Ratio|Premium|OTM_Pct|Bid_Ask_Pct|Avg_Fill|Multileg_Vol
2026-02-13|10:59:16|NCLH|23.0|CALL|2/27/2026|Hot Contract|Ask|0|169|47.57|482K|6%|1/99|0.60|0%
2026-02-13|11:01:41|NCLH|23.0|CALL|2/27/2026|Hot Contract|Ask|0|169|49.54|500K|6%|4/96|0.60|0%
2026-02-13|11:02:04|LAC|5.0|CALL|3/20/2026|Hot Contract|Ask|1|3366|1.52|199K|7%|22/74|0.39|1%
2026-02-13|11:06:12|FSLY|18.0|PUT|2/20/2026|Hot Contract|Ask|1|161|15.71|261K|1%|24/74|1.03|1%
2026-02-13|11:10:06|GNRC|330.0|CALL|1/15/2027|Hot Contract|Ask|0|105|6.30|910K|49%|29/71|13.77|0%
2026-02-13|11:20:50|GDS|50.0|CALL|3/20/2026|Hot Contract|Ask|0|519|3.72|501K|9%|10/72|2.59|0%
2026-02-13|11:28:15|ASML|1620.0|CALL|8/21/2026|Hot Contract|Ask|0|5|25.20|1.43M|14%|2/98|113.86|0%
2026-02-13|11:34:21|COIN|230.0|CALL|1/15/2027|Hot Contract|Ask|0|316|2.37|1.89M|39%|1/99|25.20|0%
2026-02-13|11:39:26|VRT|200.0|PUT|3/20/2026|Interval (5 min)|Ask|0|538|1.97|513K|16%|0/100|4.85|0%
2026-02-13|11:40:04|VRT|200.0|PUT|3/20/2026|Hot Contract|Ask|1|538|7.66|2M|16%|28/71|4.85|1%
2026-02-13|11:47:53|RIG|7.0|CALL|2/20/2026|Hot Contract|Ask|1|587|14.85|108K|7%|10/89|0.12|1%
2026-02-13|11:51:46|T|27.0|PUT|4/17/2026|Hot Contract|Ask|0|1788|1.50|135K|6%|3/78|0.50|0%
2026-02-13|12:06:25|GDS|50.0|CALL|3/20/2026|Hot Contract|Ask|0|519|4.87|656K|8%|9/77|2.60|0%
2026-02-13|12:09:22|PLTR|141.0|CALL|2/20/2026|Hot Contract|Ask|9|2292|1.54|341K|6%|17/74|0.97|9%
2026-02-13|12:10:44|BELFB|260.0|CALL|9/18/2026|Hot Contract|Ask|2|20|8.20|520K|10%|9/89|31.74|2%
2026-02-13|12:18:50|LEU|270.0|CALL|1/15/2027|Hot Contract|Ask|0|16|12.19|943K|36%|8/92|48.35|0%
2026-02-13|12:23:06|PLTR|142.0|CALL|2/20/2026|Hot Contract|Ask|3|1362|3.10|321K|7%|22/71|0.76|3%
2026-02-13|12:39:42|NBIS|95.0|PUT|2/13/2026|Hot Contract|Ask|3|430|6.29|193K|2%|27/70|0.71|3%
2026-02-13|12:45:54|XOM|120.0|PUT|5/15/2026|Interval (5 min)|Ask|0|1518|1.40|209K|19%|9/86|0.98|0%
2026-02-13|12:46:13|XOM|120.0|PUT|5/15/2026|Hot Contract|Ask|0|1518|3.32|499K|19%|4/94|0.99|0%
2026-02-13|12:58:22|JNJ|245.0|CALL|3/13/2026|Interval (5 min)|Ask|0|22|45.45|480K|1%|0/100|4.80|0%
2026-02-13|12:58:25|JNJ|245.0|CALL|3/13/2026|Hot Contract|Ask|1|22|48.64|515K|1%|6/94|4.81|1%
2026-02-13|12:59:23|NCLH|24.0|CALL|2/27/2026|Hot Contract|Ask|1|1464|1.98|107K|10%|15/82|0.37|1%
2026-02-13|13:02:02|NVDA|200.0|CALL|3/27/2026|Interval (5 min)|Ask|0|1573|1.48|1.27M|9%|0/100|5.45|0%
2026-02-13|13:02:05|NVDA|200.0|CALL|3/27/2026|Hot Contract|Ask|1|1573|3.69|3.23M|9%|3/94|5.55|1%
2026-02-13|13:02:06|NVDA|200.0|CALL|3/27/2026|Hot Contract|Ask|1|1573|3.69|3.23M|9%|3/94|5.55|1%
2026-02-13|13:04:09|TSLA|315.0|PUT|2/20/2026|Hot Contract|Ask|0|4291|1.83|138K|25%|2/97|0.18|0%
2026-02-13|13:19:25|NBIS|94.0|CALL|2/27/2026|Hot Contract|Ask|3|215|4.34|759K||13/85|8.14|3%
2026-02-13|13:21:54|MDT|101.0|PUT|3/13/2026|Interval (5 min)|Ask|0|||400K||24/76|3.94|0%
2026-02-13|13:21:56|NBIS|92.0|PUT|2/20/2026|Interval (5 min)|Ask|0|72|15.14|331K|4%|24/76|3.04|0%
2026-02-13|13:22:03|TSM|550.0|CALL|1/15/2027|Hot Contract|Ask|2|44|5.80|574K|50%|0/100|22.51|2%
2026-02-13|13:24:21|SMR|15.5|CALL|2/20/2026|Hot Contract|Ask|2|1144|4.41|220K|9%|24/71|0.44|2%
2026-02-13|13:24:34|ORCL|172.5|CALL|2/20/2026|Interval (5 min)|Ask|0|998|2.22|223K|7%|27/73|1.01|0%
2026-02-13|13:25:04|U|19.0|PUT|2/20/2026|Interval (5 min)|Ask|0|665|3.16|208K||0/100|0.99|0%
2026-02-13|13:25:09|U|19.0|PUT|2/20/2026|Hot Contract|Ask|4|665|3.85|242K||6/93|0.95|4%
2026-02-13|13:36:57|KMI|40.0|CALL|1/15/2027|Hot Contract|Ask|0|1731|6.18|861K|24%|30/70|0.81|0%
2026-02-13|13:37:17|SMR|16.5|CALL|2/20/2026|Hot Contract|Ask|2|493|9.01|101K|16%|10/84|0.23|2%
2026-02-13|13:39:52|NVDA|175.0|PUT|4/2/2026|Interval (5 min)|Ask|0|26|38.50|931K|4%|0/100|9.30|0%
2026-02-13|13:41:42|RIVN|19.0|CALL|2/27/2026|Hot Contract|Ask|4|739|4.84|201K|7%|22/74|0.56|4%
2026-02-13|13:43:11|RIVN|19.0|CALL|2/27/2026|Interval (5 min)|Ask|0|739|5.43|224K|7%|29/68|0.56|0%
2026-02-13|13:45:16|ZS|175.0|CALL|8/21/2026|Hot Contract|Ask|0|3|53.33|506K||1/99|31.62|0%
2026-02-13|13:46:37|NOW|102.0|PUT|2/20/2026|Hot Contract|Ask|15|636|4.06|335K|4%|13/81|1.29|15%
2026-02-13|13:48:36|NCLH|20.5|PUT|2/20/2026|Hot Contract|Ask|0|326|9.36|100K|5%|2/98|0.33|0%
2026-02-13|13:50:32|NCLH|25.0|CALL|2/20/2026|Hot Contract|Ask|0|11301|1.52|187K|16%|30/70|0.11|0%
2026-02-13|13:56:07|COMP|12.0|CALL|3/20/2026|Hot Contract|Ask|0|1539|2.21|187K|16%|21/73|0.55|0%
2026-02-13|13:58:34|PINS|15.5|CALL|2/20/2026|Hot Contract|Ask|8|||112K|0%|16/81|0.36|8%
2026-02-13|13:58:34|PINS|15.5|CALL|2/20/2026|Hot Contract|Ask|8|||112K|0%|16/81|0.36|8%
2026-02-17|07:30:52|BAC|55.0|CALL|3/13/2026|Hot Contract|Ask|0|354|8.66|175K|4%|0/100|0.57|0%
2026-02-17|07:31:12|REGN|820.0|CALL|6/18/2026|Hot Contract|Ask|0|26|11.54|2.1M|2%|0/100|70.00|0%
2026-02-17|07:33:18|GOOG|300.0|CALL|2/27/2026|Interval (5 min)|Ask|0|168|6.00|832K|0%|29/71|8.25|0%
2026-02-17|07:33:20|GOOG|300.0|CALL|2/27/2026|Hot Contract|Ask|0|168|6.22|862K|0%|28/72|8.25|0%
2026-02-17|07:34:27|AAPL|290.0|CALL|5/15/2026|Interval (5 min)|Ask|0|7182|1.27|3.57M|12%|18/81|3.92|0%
2026-02-17|07:35:02|TSLA|320.0|PUT|3/6/2026|Interval (5 min)|Ask|0|335|7.21|205K|22%|7/92|0.85|0%
2026-02-17|07:35:08|TSLA|320.0|PUT|3/6/2026|Hot Contract|Ask|0|335|8.11|230K|22%|18/82|0.85|0%
2026-02-17|07:36:21|AAPL|290.0|CALL|5/15/2026|Hot Contract|Ask|0|7182|1.50|4.28M|12%|17/82|3.97|0%
2026-02-17|07:37:49|NET|215.0|CALL|2/20/2026|Interval (5 min)|Ask|0|1056|1.33|208K|8%|0/100|1.48|0%
2026-02-17|07:37:54|ETOR|35.0|CALL|2/20/2026|Hot Contract|Ask|0|1605|2.01|194K|5%|13/83|0.60|0%
2026-02-17|07:37:55|ETOR|35.0|CALL|2/20/2026|Interval (5 min)|Ask|0|1605|1.99|203K|5%|8/88|0.64|0%
2026-02-17|07:38:14|LITE|610.0|CALL|6/18/2026|Hot Contract|Ask|0|35|4.97|2.05M|11%|0/100|118.00|0%
2026-02-17|07:43:16|TSLA|397.5|PUT|2/18/2026|Hot Contract|Ask|4|1333|2.17|487K|3%|21/75|1.68|4%
2026-02-17|07:45:33|VFC|20.0|PUT|2/20/2026|Interval (5 min)|Ask|0|1647|6.07|310K|2%|0/100|0.31|0%
2026-02-17|07:45:34|VFC|20.0|PUT|2/20/2026|Hot Contract|Ask|0|1647|6.07|310K|2%|0/100|0.31|0%
2026-02-17|07:46:23|META|650.0|CALL|2/27/2026|Hot Contract|Ask|0|574|2.02|1.2M|2%|19/81|10.38|0%
2026-02-17|07:53:00|BHP|65.0|PUT|3/20/2026|Interval (5 min)|Ask|0|541|4.62|247K|10%|0/100|0.99|0%
2026-02-17|07:53:01|BHP|65.0|PUT|3/20/2026|Hot Contract|Ask|0|541|4.87|260K|10%|0/100|0.99|0%
2026-02-17|07:54:27|COIN|140.0|PUT|2/27/2026|Interval (5 min)|Ask|0|777|1.29|217K|12%|0/100|2.16|0%
2026-02-17|07:55:28|ORCL|148.0|PUT|2/20/2026|Interval (5 min)|Ask|0|1038|4.49|838K|4%|0/100|1.80|0%
2026-02-17|07:55:31|ORCL|148.0|PUT|2/20/2026|Hot Contract|Ask|0|1038|4.96|922K|4%|0/98|1.79|0%
2026-02-17|07:57:25|ASML|1380.0|CALL|2/20/2026|Hot Contract|Ask|0|284|2.10|1.78M|0%|1/99|29.93|0%
2026-02-17|07:57:53|GOOGL|250.0|PUT|4/17/2026|Interval (5 min)|Ask|0|1730|5.86|2.84M|16%|1/99|2.80|0%
2026-02-17|07:57:56|GOOGL|250.0|PUT|4/17/2026|Hot Contract|Ask|0|1730|5.86|2.84M|16%|1/99|2.80|0%
2026-02-17|08:00:39|TSLA|407.5|CALL|2/25/2026|Hot Contract|Ask|0|41|20.63|839K|1%|27/73|9.91|0%
2026-02-17|08:02:31|GOOGL|300.0|CALL|2/27/2026|Interval (5 min)|Ask|0|507|1.98|706K|0%|1/75|7.05|0%
2026-02-17|08:08:42|UA|7.5|CALL|2/20/2026|Hot Contract|Ask|0|5548|1.50|104K|3%|3/97|0.12|0%
2026-02-17|08:08:57|ASML|1390.0|CALL|2/20/2026|Hot Contract|Ask|4|135|2.04|937K|0%|21/79|34.09|4%
2026-02-17|08:18:17|TSLA|405.0|CALL|3/4/2026|Hot Contract|Ask|1|||503K|0%|24/76|18.05|1%
2026-02-17|08:20:14|GLW|150.0|CALL|4/17/2026|Hot Contract|Ask|0|1449|1.88|1.56M|14%|1/99|5.74|0%
2026-02-17|08:25:16|CCJ|75.0|PUT|4/17/2026|Interval (5 min)|Ask|0|661|14.98|980K|32%|0/100|0.99|0%
2026-02-17|08:25:22|CCJ|75.0|PUT|4/17/2026|Hot Contract|Ask|0|661|14.98|980K|32%|0/100|0.99|0%
2026-02-17|08:32:12|AMZN|200.0|CALL|3/6/2026|Hot Contract|Ask|2|1266|1.98|1.31M|1%|8/75|5.22|2%
2026-02-17|08:36:08|ARES|145.0|CALL|8/21/2026|Hot Contract|Ask|0|1|573.00|570K|12%|8/92|9.95|0%
2026-02-17|08:36:28|CMPS|9.0|CALL|3/20/2026|Hot Contract|Ask|5|508|5.02|216K|9%|4/95|0.85|5%
2026-02-17|08:37:57|AMZN|200.0|CALL|3/6/2026|Hot Contract|Ask|2|1266|2.01|1.33M|0%|9/74|5.23|2%
2026-02-17|08:41:55|HD|345.0|PUT|3/20/2026|Interval (5 min)|Ask|0|254|6.82|558K|9%|0/100|3.22|0%
2026-02-17|08:46:53|CZR|18.5|CALL|2/20/2026|Hot Contract|Ask|0|49|326.80|1.21M|3%|10/87|0.76|0%
2026-02-17|08:49:15|GLW|150.0|CALL|4/17/2026|Hot Contract|Ask|0|1449|2.61|2.19M|14%|3/96|5.79|0%
2026-02-17|08:56:21|PCG|17.5|PUT|2/20/2026|Hot Contract|Ask|0|47|206.53|100K|3%|26/74|0.10|0%
2026-02-17|09:02:11|META|640.0|CALL|2/27/2026|Hot Contract|Ask|2|273|2.06|738K|1%|30/70|13.14|2%
2026-02-17|09:03:21|COUR|7.0|CALL|1/15/2027|Hot Contract|Ask|0|731|6.98|585K|17%|2/98|1.15|0%
2026-02-17|09:04:27|KTOS|92.5|CALL|5/15/2026|Hot Contract|Ask|1|47|8.60|561K|3%|0/100|13.89|1%
2026-02-17|09:04:28|CRM|115.0|PUT|6/18/2026|Interval (5 min)|Ask|0|3|403.67|200K|38%|0/100|1.65|0%
2026-02-17|09:04:35|CRM|115.0|PUT|6/18/2026|Hot Contract|Ask|0|3|834.33|415K|38%|3/95|1.66|0%
2026-02-17|09:07:13|ENS|185.0|CALL|6/18/2026|Hot Contract|Ask|0|47|6.38|516K|3%|0/100|17.21|0%
2026-02-17|09:09:13|ALAB|120.0|CALL|3/20/2026|Hot Contract|Ask|3|36|12.50|630K||16/84|14.01|3%
2026-02-17|09:11:13|RIVN|18.0|CALL|3/6/2026|Hot Contract|Ask|1|663|3.82|141K|9%|19/81|0.56|1%
2026-02-17|09:11:40|APP|150.0|PUT|6/18/2026|Hot Contract|Ask|0|38|68.08|632K|61%|7/93|2.44|0%
2026-02-17|09:11:42|WMT|114.0|PUT|3/13/2026|Interval (5 min)|Ask|0|42|81.07|252K|12%|0/100|0.74|0%
2026-02-17|09:11:43|WMT|114.0|PUT|3/13/2026|Hot Contract|Ask|0|42|81.12|252K|12%|0/100|0.74|0%
2026-02-17|09:11:57|RIVN|18.0|CALL|3/6/2026|Interval (5 min)|Ask|0|663|5.57|201K|9%|20/79|0.54|0%
2026-02-17|09:13:29|MSFT|397.5|CALL|2/23/2026|Hot Contract|Ask|2|71|21.38|1.02M||27/72|6.69|2%
2026-02-17|09:13:44|NVO|49.5|PUT|3/6/2026|Interval (5 min)|Ask|0|||395K|0%|21/72|2.20|0%
2026-02-17|09:15:44|NVDA|182.5|CALL|3/6/2026|Hot Contract|Ask|2|||563K||21/71|9.22|2%
2026-02-17|09:22:31|BKNG|4400.0|CALL|7/17/2026|Hot Contract|Ask|0|10|2.00|566K|7%|0/100|282.88|0%
2026-02-17|09:25:24|COIN|170.0|CALL|3/20/2026|Hot Contract|Ask|2|622|2.09|1.8M|0%|5/85|13.87|2%
2026-02-17|09:27:44|FLY|25.0|CALL|2/27/2026|Interval (5 min)|Ask|0|1034|3.82|217K|28%|0/100|0.55|0%
2026-02-17|09:27:44|FLY|25.0|CALL|2/27/2026|Hot Contract|Ask|0|1034|4.79|272K|28%|1/98|0.55|0%
2026-02-17|09:27:46|FLY|25.0|CALL|2/27/2026|Hot Contract|Ask|0|1034|9.69|551K|27%|0/99|0.55|0%
2026-02-17|09:42:02|FLY|29.0|CALL|2/27/2026|Interval (5 min)|Ask|0|16|208.94|201K|42%|0/100|0.60|0%
2026-02-17|09:42:02|FLY|29.0|CALL|2/27/2026|Hot Contract|Ask|0|16|312.50|300K|42%|0/100|0.60|0%
2026-02-17|10:01:01|WELL|210.0|CALL|1/15/2027|Hot Contract|Ask|0|101|3.19|842K||20/75|26.14|0%
2026-02-17|10:04:25|APO|125.0|CALL|1/15/2027|Hot Contract|Ask|0|231|2.00|869K|0%|0/100|18.81|0%
2026-02-17|10:12:52|STUB|7.5|PUT|3/20/2026|Interval (5 min)|Ask|0|1127|2.54|223K|16%|0/100|0.78|0%
2026-02-17|10:12:53|STUB|7.5|PUT|3/20/2026|Hot Contract|Ask|0|1127|4.47|397K|16%|0/100|0.79|0%
2026-02-17|10:28:42|FE|49.0|PUT|3/20/2026|Interval (5 min)|Ask|0|34|59.65|219K|1%|6/94|1.08|0%
2026-02-17|10:37:04|AAPL|290.0|CALL|5/15/2026|Hot Contract|Ask|0|7182|2.08|6.1M|11%|25/70|4.08|0%
2026-02-17|10:47:50|HOOD|84.0|CALL|2/27/2026|Hot Contract|Ask|1|296|9.62|247K|13%|28/71|0.87|1%
2026-02-17|10:48:40|INFQ|15.0|CALL|2/20/2026|Hot Contract|Ask|10|||322K||20/80|1.29|10%
2026-02-17|10:50:26|CNH|15.0|CALL|1/15/2027|Hot Contract|Ask|0|676|7.87|532K|13%|0/100|1.00|0%
2026-02-17|10:55:47|INFQ|15.0|CALL|3/20/2026|Hot Contract|Ask|11|||793K||16/74|3.10|11%
2026-02-17|11:02:33|NBIS|105.0|CALL|2/27/2026|Hot Contract|Ask|0|601|3.07|651K|9%|27/71|3.53|0%
2026-02-17|11:07:49|HRL|24.0|CALL|3/20/2026|Hot Contract|Ask|0|527|4.93|180K|4%|13/87|0.69|0%
2026-02-17|11:16:07|WMT|114.0|PUT|3/27/2026|Interval (5 min)|Ask|0|25|280.00|868K|11%|0/100|1.24|0%
2026-02-17|11:16:13|WMT|114.0|PUT|3/27/2026|Hot Contract|Ask|0|25|280.28|869K|11%|0/100|1.24|0%
2026-02-17|11:18:34|PLTR|140.0|CALL|2/27/2026|Hot Contract|Ask|4|1853|1.50|498K|7%|20/74|1.79|4%
2026-02-17|11:28:40|OWL|10.0|PUT|3/20/2026|Hot Contract|Ask|0|4057|2.92|320K|17%|15/74|0.27|0%
2026-02-17|11:33:49|ZIM|25.0|PUT|4/17/2026|Hot Contract|Ask|0|80|31.27|169K|11%|17/81|0.68|0%
2026-02-17|11:39:55|EXE|125.0|CALL|1/15/2027|Hot Contract|Ask|0|438|4.57|1.3M|23%|0/100|6.50|0%
2026-02-17|11:42:48|LITE|620.0|CALL|3/20/2026|Hot Contract|Ask|0|35|2.46|657K|1%|12/88|76.42|0%
2026-02-17|11:43:58|BRKB|502.5|PUT|2/20/2026|Interval (5 min)|Ask|0|284|10.65|760K|0%|0/100|2.51|0%
2026-02-17|11:44:00|BRKB|502.5|PUT|2/20/2026|Hot Contract|Ask|0|284|10.85|780K|0%|1/99|2.53|0%
2026-02-17|11:46:04|CNC|42.0|CALL|2/20/2026|Hot Contract|Ask|0|460|5.62|133K|2%|1/96|0.52|0%
2026-02-17|11:52:45|ONDS|11.5|CALL|2/27/2026|Hot Contract|Ask|4|1463|2.46|101K|14%|19/78|0.28|4%
2026-02-17|11:53:11|CRML|10.0|CALL|3/20/2026|Interval (5 min)|Ask|0|1296|1.54|210K|9%|0/100|1.05|0%
2026-02-17|12:01:21|NBIS|98.0|CALL|2/20/2026|Hot Contract|Ask|2|713|2.35|569K||13/82|3.40|2%
2026-02-17|12:01:24|CRML|10.0|CALL|3/20/2026|Hot Contract|Ask|1|1296|1.93|264K|8%|2/97|1.05|1%
2026-02-17|12:19:58|BBAI|4.0|CALL|2/20/2026|Hot Contract|Ask|1|1264|5.28|100K||17/78|0.15|1%
2026-02-17|12:32:51|PACS|55.0|CALL|6/18/2026|Hot Contract|Ask|0|115|14.97|504K|32%|26/72|2.93|0%
2026-02-17|12:40:30|ONDS|12.0|CALL|2/27/2026|Hot Contract|Ask|4|2464|1.90|100K|17%|12/85|0.21|4%
2026-02-17|12:46:59|CIFR|16.0|CALL|2/20/2026|Hot Contract|Ask|1|3917|1.56|340K|0%|16/75|0.56|1%
2026-02-17|12:53:06|SPOT|520.0|CALL|7/17/2026|Hot Contract|Ask|0|44|11.41|1.82M|12%|0/100|36.25|0%
2026-02-17|12:59:59|FLY|30.0|CALL|3/6/2026|Interval (5 min)|Ask|0|36|69.44|212K|46%|0/100|0.85|0%
2026-02-17|13:00:00|FLY|30.0|CALL|3/6/2026|Hot Contract|Ask|0|36|70.00|214K|46%|1/99|0.85|0%
2026-02-17|13:13:27|DASH|175.0|CALL|5/15/2026|Hot Contract|Ask|0|9|33.44|505K|7%|2/98|16.76|0%
2026-02-17|13:18:49|PAAS|55.0|CALL|5/15/2026|Interval (5 min)|Ask|0|1675|1.79|2.28M||0/71|7.60|0%
2026-02-17|13:18:51|PAAS|55.0|CALL|5/15/2026|Hot Contract|Ask|0|1675|1.80|2.29M||0/71|7.59|0%
2026-02-17|13:24:06|NBIS|98.0|CALL|2/20/2026|Hot Contract|Ask|7|713|3.59|918K|0%|23/72|3.59|7%
2026-02-17|13:25:55|AMD|190.0|PUT|2/27/2026|Hot Contract|Ask|3|1713|1.98|1.48M|6%|19/76|4.37|3%
2026-02-17|13:26:08|AMD|190.0|PUT|3/13/2026|Interval (5 min)|Ask|0|485|2.12|694K|6%|0/100|6.75|0%
2026-02-17|13:30:04|AMD|185.0|PUT|3/6/2026|Interval (5 min)|Ask|0|602|1.77|454K|9%|5/95|4.26|0%
2026-02-17|13:32:46|AVGO|307.5|PUT|2/27/2026|Interval (5 min)|Ask|0|282|6.70|836K|8%|16/84|4.43|0%
2026-02-17|13:38:42|ORCL|130.0|PUT|2/27/2026|Hot Contract|Ask|0|726|3.63|221K|15%|12/87|0.84|0%
2026-02-17|13:39:08|ORCL|130.0|PUT|2/27/2026|Interval (5 min)|Ask|0|726|3.33|204K|15%|0/100|0.85|0%
2026-02-17|13:39:23|ORCL|138.0|PUT|2/27/2026|Interval (5 min)|Ask|0|171|6.75|202K|10%|13/87|1.75|0%
2026-02-17|13:41:54|ORCL|138.0|PUT|2/27/2026|Hot Contract|Ask|2|171|15.08|438K|10%|7/93|1.70|2%
2026-02-17|13:45:53|DJT|11.0|CALL|2/20/2026|Hot Contract|Ask|1|1030|6.34|100K|9%|22/74|0.15|1%
2026-02-17|13:46:35|MU|332.5|PUT|2/27/2026|Interval (5 min)|Ask|0|31|32.26|268K|17%|0/100|2.68|0%
2026-02-17|13:47:01|BRKB|505.0|CALL|3/6/2026|Interval (5 min)|Ask|0|343|2.92|810K|0%|0/100|8.10|0%
2026-02-17|13:47:01|BRKB|505.0|CALL|3/6/2026|Hot Contract|Ask|3|343|3.00|834K|0%|1/99|8.10|3%
2026-02-17|13:50:11|GOOGL|305.0|CALL|3/27/2026|Hot Contract|Ask|4|103|4.35|505K|1%|8/73|11.28|4%
2026-02-17|13:52:42|CEG|315.0|CALL|3/6/2026|Hot Contract|Ask|0|27|19.81|534K|5%|28/72|9.98|0%
2026-02-17|13:53:08|CCL|33.0|PUT|7/17/2026|Interval (5 min)|Ask|0|111|9.04|401K||0/100|4.00|0%
2026-02-17|13:53:10|CCL|33.0|PUT|7/17/2026|Hot Contract|Ask|0|111|26.96|1.2M||0/100|4.00|0%
2026-02-17|13:58:34|CSTM|22.0|PUT|2/20/2026|Interval (5 min)|Ask|0|45|74.78|241K|6%|2/96|0.72|0%
2026-02-17|13:58:35|CSTM|22.0|PUT|2/20/2026|Hot Contract|Ask|0|45|74.89|242K|6%|3/96|0.72|0%
2026-02-17|13:59:54|XOM|149.0|CALL|2/20/2026|Hot Contract|Ask|7|338|7.40|183K|2%|23/75|0.73|7%
2026-02-18|07:36:20|GLW|135.0|PUT|3/20/2026|Interval (5 min)|Ask|0|408|2.45|895K|0%|1/70|8.95|0%
2026-02-18|07:39:13|FISV|63.5|CALL|2/20/2026|Interval (5 min)|Ask|0|220|6.50|201K|0%|10/90|1.41|0%
2026-02-18|07:40:58|AVGO|320.0|PUT|2/18/2026|Hot Contract|Ask|2|2983|1.56|453K|3%|18/81|0.97|2%
2026-02-18|07:41:38|NOK|8.0|CALL|6/18/2026|Hot Contract|Ask|0|2845|3.81|508K|9%|1/98|0.47|0%
2026-02-18|07:44:36|HOOD|79.0|CALL|2/20/2026|Interval (5 min)|Ask|0|3155|1.27|278K|5%|0/100|0.69|0%
2026-02-18|07:44:48|NVDA|190.0|PUT|2/23/2026|Interval (5 min)|Ask|0|805|1.42|465K||13/86|4.07|0%
2026-02-18|07:44:48|NVDA|190.0|PUT|2/23/2026|Hot Contract|Ask|0|805|3.82|1.25M||8/92|4.08|0%
2026-02-18|07:46:51|HOOD|79.0|CALL|2/20/2026|Hot Contract|Ask|0|3155|1.51|331K|4%|9/88|0.69|0%
2026-02-18|07:52:12|CL|90.0|PUT|3/20/2026|Interval (5 min)|Ask|0|741|8.77|455K|6%|0/100|0.70|0%
2026-02-18|07:52:13|CL|90.0|PUT|3/20/2026|Hot Contract|Ask|0|741|8.77|455K|6%|0/100|0.70|0%
2026-02-18|07:52:30|GOOGL|305.0|CALL|2/23/2026|Hot Contract|Ask|0|395|3.64|517K|1%|20/74|3.60|0%
2026-02-18|07:57:08|NVO|50.0|CALL|3/6/2026|Interval (5 min)|Ask|0|1520|1.31|324K|2%|2/98|1.62|0%
2026-02-18|08:00:07|HOOD|79.0|CALL|2/20/2026|Hot Contract|Ask|0|3155|2.14|500K|2%|21/75|0.74|0%
2026-02-18|08:09:22|META|675.0|CALL|2/27/2026|Interval (5 min)|Ask|0|655|1.61|271K|6%|13/87|2.57|0%
2026-02-18|08:10:53|AVGO|325.0|PUT|2/18/2026|Hot Contract|Ask|1|981|2.80|149K|3%|10/88|0.54|1%
2026-02-18|08:12:57|KULR|3.0|CALL|2/20/2026|Hot Contract|Ask|0|149|36.40|107K||12/88|0.20|0%
2026-02-18|08:13:02|RXT|1.5|CALL|2/20/2026|Hot Contract|Ask|0|407|19.14|100K|22%|17/83|0.13|0%
2026-02-18|08:14:37|NVO|50.0|CALL|3/6/2026|Hot Contract|Ask|0|1520|1.65|409K|2%|12/86|1.63|0%
2026-02-18|08:19:50|META|675.0|CALL|2/27/2026|Hot Contract|Ask|5|655|2.99|500K|6%|18/77|2.55|5%
2026-02-18|08:28:47|NPO|280.0|CALL|3/20/2026|Hot Contract|Ask|0|2|250.00|720K|0%|0/100|14.40|0%
2026-02-18|08:30:08|RXT|1.5|CALL|3/20/2026|Hot Contract|Ask|0|880|5.17|103K|8%|16/80|0.23|0%
2026-02-18|08:36:31|CLMT|32.0|CALL|4/17/2026|Interval (5 min)|Ask|0|46|27.22|207K|11%|0/100|1.65|0%
2026-02-18|08:36:33|CLMT|32.0|CALL|4/17/2026|Hot Contract|Ask|0|46|84.52|642K|11%|0/100|1.65|0%
2026-02-18|08:36:33|CLMT|32.0|CALL|4/17/2026|Hot Contract|Ask|0|46|84.52|642K|11%|0/100|1.65|0%
2026-02-18|08:37:01|QBTS|19.0|CALL|3/20/2026|Interval (5 min)|Ask|0|396|2.54|248K||0/75|2.46|0%
2026-02-18|08:42:01|SNDK|610.0|CALL|3/6/2026|Hot Contract|Ask|2|36|3.67|537K|2%|11/80|40.69|2%
2026-02-18|08:47:21|NVO|50.0|CALL|3/6/2026|Hot Contract|Ask|0|1520|2.01|501K|1%|22/75|1.64|0%
2026-02-18|08:51:47|NVDA|182.5|PUT|2/23/2026|Hot Contract|Ask|11|1566|1.84|327K|4%|27/70|1.13|11%
2026-02-18|08:54:25|NVDA|177.5|PUT|2/27/2026|Interval (5 min)|Ask|0|2088|1.26|656K|6%|0/100|2.50|0%
2026-02-18|08:54:26|NVDA|177.5|PUT|2/27/2026|Hot Contract|Ask|3|2088|1.54|821K|6%|9/89|2.55|3%
2026-02-18|09:01:07|FISV|63.5|CALL|2/20/2026|Hot Contract|Ask|0|220|11.45|310K|2%|23/71|1.23|0%
2026-02-18|09:01:42|EBAY|88.0|CALL|2/20/2026|Hot Contract|Ask|0|110|36.37|501K|7%|0/100|1.25|0%
2026-02-18|09:01:58|WEN|8.0|CALL|2/20/2026|Hot Contract|Ask|0|2899|1.98|100K|0%|10/88|0.18|0%
2026-02-18|09:06:01|UPS|115.0|CALL|2/20/2026|Interval (5 min)|Ask|0|148|12.29|206K|0%|19/68|1.13|0%
2026-02-18|09:13:30|ORCL|140.0|PUT|3/6/2026|Interval (5 min)|Ask|0|2069|1.26|567K|10%|2/98|2.17|0%
2026-02-18|09:23:01|NCLH|25.0|CALL|5/15/2026|Hot Contract|Ask|0|1|3|884K|2%|0/100|2.75|0%
