Date|Time|Description
2026-02-17|04:58:03|$NVDA** - CITI: BUY NVIDIA AHEAD OF 2H26 OUTPERFORMANCE**  Citigroup recommends adding to Nvidia  expecting the stock to outperform in the second half of 2026 as AI demand visibility improves into 2027.  Analyst Atif Malik forecasts January-quarter revenue of $67 billion (vs. $65.6 billion consensus) and April-quarter guidance of $73 billion (vs. $71.6 billion expected). A ramp in the B300 and Rubin platforms is projected to drive a 34% acceleration in second-half 2026 sales.  Investors are focused on Nvidia’s mid-March GTC conference  where the company is expected to outline its inference roadmap and provide early 2026–27 AI sales guidance.  Citi projects fiscal 2027 gross margins near 75%  with operating expenses rising in the high-30% range. While hyperscaler capex and inference competition are increasing  the bank believes Nvidia will remain the leader in both AI training and inference.  Citi reiterates its Buy rating and $270 price target  calling the stock attractive ahead of expected 2H26 strength.
2026-02-17|05:00:04|**U.S. TO EXPAND MISSILE DEPLOYMENTS IN PHILIPPINES  RAISING TENSIONS WITH CHINA**  The U.S. Department of State said Washington will expand deployments of advanced missile and unmanned systems to the Philippines to deter China in the South China Sea.  The move reinforces the 1951 mutual-defense treaty after alliance talks in Manila. The U.S. previously deployed Typhon and NMESIS missile systems to the Philippines and signaled further additions  potentially during joint exercises in April.  Both sides reaffirmed that their treaty covers armed attacks on forces  aircraft and vessels.
2026-02-17|05:03:05|$MSTR: MIZUHO CUTS TARGET PRICE TO $320 FROM $403
2026-02-17|05:03:06|**IRAN OFFERS NUCLEAR CONCESSIONS  BUT STOPS SHORT OF ENRICHMENT BAN**  Iran has floated new proposals in nuclear talks with the U.S.  including pausing uranium enrichment for up to three years  sending part of its highly enriched uranium stockpile abroad—possibly to Russia—and pursuing future business deals if sanctions are lifted.  But Tehran has not agreed to fully halt enrichment  the key demand of President Donald Trump  who has called for dismantling Iran’s nuclear program while boosting U.S. military deployments in the region.  Talks in Geneva follow an earlier round in Oman. The U.S. is seeking strict limits on Iran’s nuclear activity  with additional pressure from Israel to curb Tehran’s missile program. Iran  meanwhile  wants meaningful sanctions relief  including access to billions in restricted oil revenues.  With Iran’s nuclear facilities damaged by strikes last June  analysts say Washington has little incentive to offer sweeping concessions—leaving a deal uncertain.
2026-02-17|05:14:03|**BITCOIN SLIDES AS GEOPOLITICAL RISKS SPUR RISK-OFF TRADE**  Bitcoin fell 1.7% to about $67 600 ahead of the U.S. open  tracking weaker equity futures. Nasdaq 100 futures dropped 0.9% and S&P 500 contracts lost 0.6%.  Investors are turning cautious amid rising tensions around Iran  fresh debate over AI’s broader economic impact  and uncertainty over Federal Reserve rate cuts after recent inflation data.  Flows remain negative: U.S.-listed Bitcoin ETFs saw a fourth straight week of outflows  with $360 million withdrawn last week. Sentiment is weak  with CryptoQuant’s Fear and Greed Index at 10 (“extreme fear”).  Analysts say Bitcoin may consolidate  with $60 000 viewed as key support. But further macro shocks could push prices back toward the $50 000s.
2026-02-17|05:16:04|IRAN'S SUPREME LEADER KHAMENEI SAYS THE TYPE AND RANGE OF IRANIAN MISSILES HAVE NOTHING TO DO WITH U.S. - FARS NEWS
2026-02-17|05:17:05|IRAN TESTED LARGE MISSILES IN THE PERSIAN GULF
2026-02-17|05:28:04|**GOLD REMAINS MOST CROWDED TRADE  TECH SECOND: BOFA SURVEY**  According to Bank of America’s February global fund manager survey  50% of managers say buying gold is the most crowded trade  slightly down from 51% in January.  Meanwhile  20% of managers view buying top U.S. tech stocks—Nvidia  Alphabet  Apple  Amazon  Microsoft  Meta and Tesla—as the second-most crowded trade.
2026-02-17|05:34:04|TALKS BETWEEN IRAN AND THE U.S. IN GENEVA HAVE ENDED
2026-02-17|06:16:04|NASDAQ 100 FUTURES EXTEND LOSSES  LAST DOWN 1.1%
2026-02-17|06:24:04|IRAN-US TALKS EXPECTED TO CONTINUE IN 'NEAR FUTURE': PRESS TV
2026-02-17|06:31:06|$AAPL** - APPLE POISED TO LAUNCH AI  WEDBUSH SAYS**  Apple is expected to finally enter the AI market this year  Wedbush analysts say  citing its strengthened partnership with Google Gemini and new AI leadership.  The firm calls the recent sell-off in Apple shares overblown  noting that AI could add $75–$100 per share in value over the next few years  with the revamped Siri rollout seen as a key technology milestone.
2026-02-17|06:33:05|$MSTR** - STRATEGY INC BUYS 2 486 BITCOIN USING ATM PROGRAM PROCEEDS**  Strategy Inc purchased 2 486 bitcoin for $168.4 million (avg. $67 710 each) from February 9–16  2026  funded by its at-the-market (ATM) program.  During the same period  the company sold 785 354 preferred shares for $78.4 million and 660 000 Class A shares for $90.5 million.  As of February 16  Strategy held 717 131 bitcoin with an average cost of $76 027 per coin. The company maintains several preferred stock series available under its ATM program and provides ongoing disclosure of holdings and performance metrics via its website.
2026-02-17|06:46:04|**UK YOUTH UNEMPLOYMENT HITS CRISIS LEVELS**  Youth unemployment in the United Kingdom has soared to 16.1%  surpassing the EU average for the first time  data shows—the highest for 16-24 year olds since 2014. Almost a million young people are not in education  employment  or training.  Economists blame Labour Party policies  including steep minimum wage hikes  higher payroll taxes  and stricter employment laws  which have deterred employers from hiring young staff. Sharp rises in the 18-20 age bracket (up 8.5% to £10.85/hour) far outpace inflation  while AI threatens entry-level roles.  Analysts warn of a “lost generation ” with youth employment dropping sharply while older workers see gains. The government highlights apprenticeship schemes  tax breaks  and a £1.5 billion Youth Guarantee program  but critics say policy missteps are worsening the crisis.
2026-02-17|06:56:04|*IRAN'S ARAGHCHI: HAD 'SERIOUS  CONSTRUCTIVE' TALKS WITH US    *ARAGHCHI: REACHED GENERAL AGREEMENT ON SET OF PRINCIPLES
2026-02-17|06:57:04|ERIC TRUMP INVESTS IN DRONE FIRM WITH PENTAGON CONTRACT
2026-02-17|06:58:04|$JFB** - ERIC TRUMP BACKS “LOW COST-PER-KILL” DRONE FIRM**  Eric Trump is investing in Israeli drone maker Xtend as part of a $1.5 billion deal to take the company public via a merger with Florida contractor JFB Construction.  Xtend  which markets drones as “low cost-per-kill” munitions  has a multimillion-dollar Pentagon contract and is part of the U.S. Defense Department’s Drone Dominance Program  a $1.1 billion procurement push. The firm recently opened a U.S. facility to scale manufacturing and expand in public markets.  Trump joins as a strategic investor alongside Donald Trump Jr.-linked Unusual Machines. The deal highlights the Trump family’s expanding investments in sectors tied to government regulation  including defense  cryptocurrency  and energy.
2026-02-17|06:59:04|**FED'S GOOLSBEE: SERVICES INFLATION STAYS HOT  MORE RATE CUTS POSSIBLE**  Austan Goolsbee said recent headline inflation was partly pulled down by base effects  but services inflation remains elevated.  Goods with higher tariffed content saw larger price rises. He signaled “several more” rate cuts in 2026 could come once inflation shows signs of returning to 2%  noting a 3% policy rate may be a “loose” estimate of neutral.  Goolsbee also praised Fed chair nominee Kevin Warsh  calling him a longtime collaborator and “big fan” from their work during the 2008 financial crisis.
2026-02-17|07:00:04|**STABLECOINS OUTPERFORM OTHER CRYPTOS AS MONEY**  MUFG Bank’s Lee Hardman says stablecoins are better suited than Bitcoin and other cryptos to act as money.  Their stable value makes them more acceptable for transactions  enables faster global payments  and often carries lower fees than banks or card networks. Pegging to traditional currencies also gives a predictable unit of account  though reliability depends on the issuer or backing mechanism.
2026-02-17|07:07:04|SPOT GOLD PRICE DROPPED BELOW $4 850 PER OUNCE  DOWN 2.80%  SPOT SILVER PRICE DROPPED 5.00% AT $72.50 PER OUNCE
2026-02-17|07:13:04|**TRADERS BET DHS SHUTDOWN WILL LAST JUST 22 DAYS**  Kalshi traders now price a partial DHS shutdown at about 22 days  down from a 30-day peak last week. Congress returns Feb 23  leaving uncertainty over a quick resolution or prolonged shutdown. https://kalshi.com/markets/kxgovtshutlength/how-long-will-the-next-government-shutdown-last/kxgovtshutlength-26feb07?utm_source=walterbloomberg
2026-02-17|07:13:05|↧ ↧
2026-02-17|07:57:04|**PHYSICAL AI COULD HIT $1 TRILLION BY 2035**  Barclays projects Physical AI—robots  autonomous vehicles  industrial automation  and drones—could become a $0.5–$1.4 trillion market by 2035.  Autonomous vehicles may drive nearly half the growth (~$550B). China leads deployment  accounting for 85% of new humanoid robot installations in 2025  versus 13% in the U.S.
2026-02-17|08:01:05|*US FEB. HOMEBUILDER INDEX AT 36; EST. 38
2026-02-17|08:03:04|**U.S. HOME-BUILDER CONFIDENCE DIPS AMID HIGH COSTS**  Confidence among U.S. home builders fell slightly in February  with the NAHB/Wells Fargo Housing Market Index dropping to 36 from 37 in January  well below the 50 threshold for “good” conditions.  Builders cited high prices  land  and construction costs as key challenges. Price cuts eased to 36% of builders  averaging 6%  while sales incentives remained at 65%.  Current sales held at 41  future sales fell to 46  and buyer traffic slipped to 22. Analysts note easing inflation may help lower mortgage and builder loan rates  offering some relief.
2026-02-17|08:05:04|VIX HITS OVER ONE-WEEK HIGH  LAST UP 1.25 POINTS AT 22.45
2026-02-17|08:25:04|**CEO INFLATION EXPECTATIONS DIP TO 3.1%**  A Cleveland Federal Reserve survey shows CEOs now expect 3.1% inflation over the next 12 months  down from 3.3% in Q4. Expectations have steadily fallen since 3.9% in Q2 2025 amid rising tariffs.
2026-02-17|08:30:04|**ROB CITRONE BETS AGAINST U.S.  FAVORS LATIN AMERICAN MARKETS**  Billionaire hedge fund manager Rob Citrone expects U.S. equities to underperform in 2026 and is short the U.S. market while going long in select international stocks  especially in Latin America.  He cites the 40% U.S. valuation premium over global peers and uncertainty over AI-driven capital expenditures  which could boost or disrupt company returns.  Citrone favors emerging markets where companies often hold monopoly or oligopoly positions  shielding them from investment risks. His top picks are Mexico  for its strong U.S. ties and low valuations  and Argentina  on potential policy reforms under President Javier Milei.  He also remains short crypto treasury firms  citing overvalued positions and Bitcoin’s 40% drop since October.
2026-02-17|08:31:05|$NVDA - SOFTBANK GROUP CORP DISSOLVES SHARE STAKE IN NVIDIA CORP - SEC FILING
2026-02-17|08:58:04|**TRUMP DEMANDS ACTION ON POTOMAC SEWAGE SPILL**  Donald Trump called on Maryland  Virginia  and D.C. officials to act immediately to stop a massive sewage spill in the Potomac River  blaming it on “Radical Left” mismanagement.  He said the federal government is not involved but could help if asked  warning that ongoing Democrat-caused disasters like the river spill and the government shutdown will worsen without urgent action.
2026-02-17|09:06:05|DHS SPOKESPERSON TRICIA MCLAUGHLIN TO LEAVE TRUMP ADMINISTRATION-POLITICO
2026-02-17|09:17:04|IRANIANS SAID THEY WOULD COME BACK IN THE NEXT TWO WEEKS WITH DETAILED PROPOSALS TO ADDRESS SOME OF THE OPEN GAPS IN OUR POSITIONS -U.S. OFFICIAL  PROGRESS WAS MADE  BUT THERE ARE STILL A LOT OF DETAILS TO DISCUSS -U.S. OFFICIAL
2026-02-17|09:45:04|U.S. ENERGY SECRETARY CHRIS WRIGHT: WE WILL CONTINUE TO SUPPLY EUROPE WITH LNG AT LOW PRICES
2026-02-17|09:53:05|U.S. ENERGY SECRETARY CHRIS WRIGHT: WE WILL RESTART URANIUM ENRICHMENT IN THE U.S.  IN PART WITH PARTNERS IN FRANCE
2026-02-17|10:02:04|UKRAINE-RUSSIA TALKS IN POLITICAL GROUP IN GENEVA HAVE ENDED FOR TODAY  SOURCE SAYS
2026-02-17|10:21:04|*MAMDANI PLANS TO RAISE NYC PROPERTY TAXES TO FILL BUDGET GAP
2026-02-17|10:41:04|IRAN'S PRESIDENT SAYS TEHRAN WILL NEVER ABANDON ITS PEACEFUL NUCLEAR PROGRAMME
2026-02-17|10:44:04|FED’S BARR: WANTS TO SEE MORE EVIDENCE INFLATION EBBING TO 2% TARGET  FED’S BARR: STILL SEES ‘SIGNIFICANT RISK’ INFLATION WILL STAY OVER 2%
2026-02-17|10:45:04|**FED’S BARR SIGNALS RATE HOLD AS INFLATION RISKS LINGER**  Michael Barr said it’s prudent for the Federal Reserve to take its time and review incoming data before making any policy changes.  Barr wants clearer evidence that inflation is moving back to the 2% target  warning there remains a “significant risk” price pressures could stay above that level — even though further cooling is reasonable to expect.  He described the labor market as balanced and stabilizing  but still vulnerable to shocks.  On AI  Barr said it should boost long-term productivity and living standards  but is unlikely to justify lower interest rates. While policymakers should be prepared for labor-market disruption  there’s little evidence so far that AI is increasing unemployment.  Overall  the outlook suggests the Fed will hold rates steady for some time.
2026-02-17|10:46:05|FED’S BARR: OUTLOOK SUGGESTS FED WILL HOLD RATES STEADY FOR SOME TIME
2026-02-17|10:50:04|ANTHROPIC: INTRODUCING CLAUDE SONNET 4.6  - WEBSITE
2026-02-17|10:53:04|$AAPL - *APPLE RAMPS UP WORK ON AI GLASSES  PENDANT AND CAMERA AIRPODS
2026-02-17|10:59:04|**TRUMP HAILS RECORD TAX REFUNDS UNDER “GREAT BIG BEAUTIFUL BILL”**  President Trump touted this year’s tax refunds as “substantially greater than ever ” claiming some taxpayers could see over 20% returned. He highlighted benefits like no tax on tips  Social Security for seniors  overtime pay  and car loan interest deductions  urging Americans to enjoy their refunds wisely.
2026-02-17|11:05:04|TESLA SHARES DROP TO OVER ONE-WEEK LOW  LAST DOWN 3%
2026-02-17|11:10:04|FED'S BARR: THERE IS A RISK AI COULD RAISE STRUCTURAL UNEMPLOYMENT OVER TIME
2026-02-17|11:20:04|FED'S BARR: IT WILL BE HARD FOR FED TO KNOW IF AI DISRUPTIONS STRUCTURAL OR CYCLICAL
2026-02-17|11:26:06|**PORT OF LA IMPORTS DROP AS TRUMP TARIFFS HIT TRADE**  Container traffic at the Port of Los Angeles fell 12% in January  driven by weaker imports and exports compared with last year’s tariff-driven surge. Imports slid nearly 13% to 422 000 TEUs  exports fell 8%  and empty containers declined 12.5%.  Port Director Gene Seroka cited last year’s pre-tariff rush and cautious restocking as key factors  though advance purchase orders to Asia remain stable. The National Retail Federation expects imports to stay slow in H1 2026  highlighting continued tariff uncertainty.
2026-02-17|11:29:04|WHITE HOUSE COUNCIL OF ECONOMIC ADVISERS REPORT ESTIMATES REGULATORY BURDEN HAS COST CONSUMERS MORE THAN $237BN - FT
2026-02-17|11:29:05|**TRUMP ATTACKS CONSUMER PROTECTION BUREAU**  The Trump administration claims the CFPB has cost Americans $237–$369B in higher borrowing  saying its rules on loans and credit cards raised costs and limited options. Acting director Russell Vought seeks to shut it down  calling it “unaffordable” for consumers.  The agency has returned $20B to consumers and handled 500 000+ complaints since 2011  but enforcement has stalled under Trump  with staff sidelined and cases dropped  including one tied to Donald Trump Jr..
2026-02-17|11:36:05|IRAN HAS SHUT DOWN HORMUZ STRAIT FOR A FEW HOURS ON TUESDAY - IRANIAN MEDIA
2026-02-17|11:56:04|**DECADE OF THE ROBOT: AI ROBOTICS MARKET COULD HIT $1 TRILLION**  Barclays says AI-powered robots and autonomous machines could create a $1 trillion market by 2035  led by autonomous vehicles  drones  and humanoid robots.  Advances in AI “brains ” hardware  and batteries are driving this shift from digital to physical AI  impacting logistics  retail  and manufacturing. China leads in robot deployment  but nearly 200 public companies  including Tesla  Amazon  Mercedes-Benz  Nvidia  and TSMC  could benefit.  Physical AI adoption is already growing  with Amazon operating over a million robots in its fulfillment centers  signaling long-term expansion potential.
2026-02-17|11:57:04|"""EXPORTS TO CHINA LOOK DISMAL "" PORT OF LA'S SEROKA SAID  SOYBEANS TO CHINA WERE THE HARDEST HIT BY US TARIFF POLICY  WITH EXPORTS FROM THE PORT OF LA FALLING 80% LAST YEAR  SEROKA SAID  US SOYBEAN EXPORTS TO CHINA FROM PORT OF LA DID NOT IMPROVE IN NOVEMBER OR DECEMBER LAST YEAR FOLLOWING DISCUSSIONS BETWEEN REPRESENTATIVES OF THE TWO NATIONS ON THE SIDELINES AT APEC SUMMIT  SEROKA SAID"
2026-02-17|11:58:04|**PORT OF LA IMPORTS  EXPORTS DROP AMID US-CHINA TARIFFS**  Port of Los Angeles container traffic fell sharply in January. Imports totaled 421 594 TEUs  down 13% from last year  while exports hit 104 297 TEUs—the lowest in nearly three years.  Port Director Gene Seroka said exports to China are particularly weak  with soybean shipments down 80% due to US tariffs. Trade talks at last year’s APEC summit did not improve shipments in November or December.
2026-02-17|12:17:04|**USS GERALD R. FORD DEPLOYED TO MIDDLE EAST**  The USS Gerald R. Ford aircraft carrier  escorted by destroyers USS Mahan  Bainbridge  and Winston Churchill  has left the Caribbean and is now in the mid-Atlantic  Navy officials confirmed.  The carrier strike group was ordered to the Middle East last week and is likely over a week from reaching Iranian waters.
2026-02-17|12:33:04|**FED EYES AI’S IMPACT ON ECONOMY**  San Francisco Fed President Mary Daly said the Fed must study whether AI is boosting productivity and economic growth without triggering inflation or requiring tighter policy.  While the Trump administration and some economists argue AI could drive a 1990s-style productivity surge  Daly noted most studies so far show limited evidence of broad AI effects—likely because it’s still early for economy-wide results.
2026-02-17|13:22:04|U.S. VICE PRESIDENT VANCE: IN SOME WAYS IRAN TALKS WENT WELL - FOX NEWS INTERVIEW  VANCE: IRANIANS NOT YET WILLING TO ACKNOWLEDGE SOME OF TRUMP'S RED LINES  VANCE: TRUMP WANTS TO FIND A SOLUTION WHETHER IT'S DIPLOMATIC OR ANOTHER OPTION
2026-02-17|13:24:04|DALY: WE HAVE 75 BASIS POINTS ROUGHLY TO GO UNTIL GET TO NEUTRAL
2026-02-17|13:25:04|TRUMP: PLEASED TO ANNOUNCE THREE TREMENDOUS PROJECTS IN STRATEGIC AREAS OF OIL & GAS IN GREAT STATE OF TEXAS
2026-02-17|13:26:04|**🇯🇵 TRUMP: JAPAN TRADE DEAL KICKS OFF  **Japan has begun investing under its $550B U.S. trade deal  funding an LNG facility in Texas  a gas power plant in Ohio  and a critical minerals plant in Georgia. The projects aim to boost jobs  energy exports  and reduce reliance on foreign resources.  Trump said tariffs made it possible and declared: “America is building again. America is producing again. America is WINNING again.”
2026-02-17|14:59:05|TRUMP OVERALL APPROVAL HOLDS AT PRESIDENCY LOW OF 38%  ACCORDING TO REUTERS/IPSOS POLL
2026-02-18|04:58:07|🇪🇺LA**GARDE MAY EXIT ECB EARLY  **Christine Lagarde is reportedly considering stepping down as president of the European Central Bank before her term ends in October 2027  according to the Financial Times.  The report says she may leave before France’s presidential election next April  potentially allowing Emmanuel Macron and Friedrich Merz to coordinate on a successor. No timing has been confirmed.  An ECB spokesperson said Lagarde remains focused on her mandate and has made no decision. Francois Villeroy de Galhau dismissed the story as a rumor.  Markets showed little reaction  with only minor euro movement. Economists  including Andrzej Szczepaniak of Nomura  expect limited policy impact  arguing inflation is near 2% and rate decisions rely on internal consensus.  Potential successors cited in surveys include Pablo Hernandez de Cos  Klaas Knot  Joachim Nagel and Isabel Schnabel.  While some governments favor accelerating succession planning — partly to avoid negotiations after a possible far-right victory by Marine Le Pen or Jordan Bardella — others  including German and Austrian officials  support sticking to the usual timetable.
2026-02-18|05:06:09|$NVDA** - NVIDIA MOST UNDER-OWNED MEGACAP  SAYS MORGAN STANLEY**  Morgan Stanley says Nvidia is the most under-owned megacap tech stock  with a -2.57% gap between its S&P 500 weighting and active institutional ownership.  That compares with -2.16% for Apple  -2.13% for Microsoft and -1.37% for Amazon. Overall  megacap tech is the most under-owned in 17 years  with a -155 basis-point gap versus the index.  Investors are tilted toward AI hardware names  while software stocks remain relatively under-owned.
2026-02-18|05:08:07|**U.S. SAYS GREENLAND PUSH IS ABOUT SECURITY  NOT RARE EARTHS**  The Trump administration’s main interest in Greenland is national security — not mining  US Energy Secretary Chris Wright said.  While Donald Trump has explored access to Greenland’s mineral resources  Wright said any rare earth or energy development would be secondary to expanding America’s strategic presence on the island. The US has “plenty of places” to mine rare earths and produce oil and gas  he added.  Rare earths remain central to Trump’s broader effort to counter China’s dominance in critical minerals supply chains. But the administration’s focus has recently shifted from mining toward processing capacity — the key bottleneck in reducing reliance on Chinese exports.
2026-02-18|05:13:07|**U.S. ON BRINK OF WAR WITH IRAN**  The Trump administration is moving closer to a large-scale conflict with Iran  with officials warning strikes could come within weeks.  Donald Trump has combined stalled nuclear talks with a major U.S. military buildup in the region  including aircraft carriers  warships and hundreds of fighter jets. A potential operation would likely be broader and longer than recent limited strikes elsewhere.  Advisers including Jared Kushner recently met Iran’s foreign minister  but gaps remain. Vice President JD Vance signaled diplomacy may soon run its course.  With no breakthrough in sight and forces in place  the risk of imminent military action is rising.
2026-02-18|05:19:08|WTI CRUDE BREAKS ABOVE $64/BARREL  UP 2.73% ON DAY
2026-02-18|06:00:08|**UBS RAISES BIG TECH BOND OUTLOOK  CUTS LOAN FORECAST**  UBS lifted its 2026 forecast for U.S. investment-grade tech bond issuance to $360 billion  up from $300 billion  citing surging AI-driven capital spending by megacaps including Meta Platforms  Amazon and Alphabet.  That pushes UBS’s total U.S. investment-grade issuance forecast to $1.8 trillion  with tech accounting for about 20%.  The bank expects hyperscaler capex to reach $770 billion in 2026  about 23% above prior estimates  potentially lifting their public debt issuance to as much as $240 billion. Alphabet recently raised $31.5 billion globally  including sterling and Swiss franc bonds.  In contrast  UBS cut its U.S. leveraged loan forecast to $360 billion from $450 billion  warning AI-related disruption could widen spreads and curb refinancing activity.
2026-02-18|06:09:09|HASSETT: NY FED STUDY ON TARIFFS WORST IN FED'S HISTORY
2026-02-18|06:11:07|HASSETT: AUTHORS OF NY FED TARIFF STUDY SHOULD BE DISCIPLINED
2026-02-18|06:16:08|HASSETT: WE THINK THERE'S PLENTY OF ROOM FOR FED TO CUT RATES
2026-02-18|06:22:07|U.S. DECEMBER DURABLE GOODS DUE 8:30 A.M. ET  U.S. DECEMBER HOUSING STARTS DUE 8:30 A.M. ET  U.S. NOVEMBER HOUSING STARTS DUE 8:30 A.M. ET
2026-02-18|06:32:08|*US DEC. BUILDING PERMITS AT 1.448M; EST. 1.400M  *US DEC. HOUSING STARTS AT 1.404M; EST. 1.309M
2026-02-18|06:33:08|*US PRELIM DEC. DURABLE GOODS ORDERS FALL 1.4% M/M; EST. -2.0%    *US DEC. HOUSING STARTS RISE 6.2% M/M; EST. +1.1%    *US PRELIM DEC. BUILDING PERMITS RISE 4.3% M/M; EST. +0.4%
2026-02-18|06:45:08|🇯🇵 JAPAN PM TAKAICHI: LOOKING CAREFULLY AT DAY-TO-DAY MARKET MOVES
2026-02-18|06:46:07|**U.S. HOUSING STARTS HIT FIVE-MONTH HIGH**  U.S. residential construction rose to a five-month high in December  with housing starts up 6.2% to an annual pace of 1.4 million homes  beating expectations.  **•  Broad gains: **Both single-family homes and apartments saw increased starts. **•  Building permits: **Rose 4.3% to 1.45 million  the highest since March  though single-family permits slipped slightly. **•  Drivers: **Builders boosted production amid lower borrowing costs and confidence despite excess inventory.
2026-02-18|07:17:08|**U.S. INDUSTRIAL OUTPUT BEATS EXPECTATIONS IN JANUARY**  •  Industrial output: +0.7% vs +0.4% consensus (Dec +0.2%) •  Manufacturing: +0.6% vs +0.4% expected (Dec unchanged) •  Mining: -0.2% (Dec -0.9%) •  Utilities: +2.1% (Dec +3.0%) •  Capacity use: 76.2% (slightly below 76.5% forecast; Dec 75.7%) •  Manufacturing capacity use: 75.6% vs 75.2% in December
2026-02-18|07:17:10|CHINA QUIETLY TIGHTENS RESTRICTIONS ON OFFICIALS WITH FAMILY MEMBERS OVERSEAS IN THE PAST YEAR AS PART OF A ANTI-CORRUPTION DRIVE - SCMP
2026-02-18|07:18:08|🇫🇷 *MACRON SAYS SOCIAL MEDIA’S FREE SPEECH ARGUMENTS ARE ‘BULLSHIT’
2026-02-18|07:20:08|SPOT SILVER TOUCHES $77/OZ  UP 4.75% ON DAY
2026-02-18|07:24:08|🇮🇳INDIA IMPORTED 1.1 MLN BPD OF RUSSIAN OIL IN JANUARY  LOWEST SINCE NOVEMBER 2022  DATA FROM SOURCES  SHARE OF RUSSIAN OIL IN INDIA'S JANUARY CRUDE IMPORTS FELL TO LOWEST SINCE OCTOBER 2022  DATA FROM SOURCES
2026-02-18|07:31:08|🇫🇷 MA**CRON CALLS SOCIAL MEDIA ‘FREE SPEECH’ CLAIMS “BULLSHIT”  **Emmanuel Macron slammed social media platforms’ free speech defense  calling it “pure bullshit” and warning of hidden algorithmic bias that can push users from one hate post to another.  •  Platforms criticized include Meta Platforms  Snap  X  TikTok  and YouTube.  •  Macron argued that “free speech is meaningless if algorithms steer what people see ” pushing back on U.S. critiques of EU social media regulation.  •  His remarks come as Europe considers bans on social media for minors  while Macron promotes a regulated  multilingual AI model at a summit in New Delhi.
2026-02-18|07:32:07|$NVDA - NVIDIA SHARES RISE 1.8% AFTER CO TO SELL MILLIONS OF CHIPS TO META IN MULTIYEAR DEAL
2026-02-18|07:44:07|SPOT SILVER  MORE THAN 5% TO $77.55/OZ
2026-02-18|08:10:08|🚨 FIRE BREAKS OUT IN IRAN'S PARAND NEAR THE CAPITAL TEHRAN - STATE MEDIA
2026-02-18|08:45:08|**KALSHI BETS SIGNAL 33-DAY DHS SHUTDOWN**  Prediction markets now see a **~33-day DHS shutdown  up 24% today**  as Congress stalls on an immigration oversight deal.  *** Partial shutdown:** TSA and Coast Guard hit hardest; now entering day 10. *** Trend:** Forecast jumped from ~15 days last week  signaling traders expect a month‑plus standoff. https://kalshi.com/markets/kxgovtshutlength/how-long-will-the-next-government-shutdown-last/kxgovtshutlength-26feb07?utm_source=walterbloomberg
2026-02-18|08:45:09|↧
2026-02-18|08:57:08|**DRUCKENMILLER BETS BIG ON BRAZIL ETF BEFORE RALLY**  Billionaire Stanley Druckenmiller’s Duquesne Family Office bought ~3.5M shares and call options in the $9.1B iShares MSCI Brazil ETF (EWZ) ahead of its 17% January surge  the best month since 2020.  • Rally fueled by a softer dollar  higher commodity prices  and strong gains in Vale SA and Petroleo Brasileiro SA. • Duquesne sold its Argentina ETF holdings. • Optimism persists as Latin American funds expect Brazil’s Ibovespa to climb further in 2026  with global investors increasing exposure via EWZ.
2026-02-18|09:03:08|$SNAP - *SNAP SURPASSES 25M SUBSCRIBERS   *SNAP EXCEEDS $1B ANNUALIZED REVENUE RUN RATE
2026-02-18|09:49:09|U.S. REFINERS PHILLIPS 66  CITGO PETROLEUM  SEEKING TO BUY VENEZUELAN OIL DIRECTLY
2026-02-18|10:01:10|FEDERAL COMMUNICATIONS COMMISSION REQUESTED TRANSCRIPTS FROM SUPER BOWL HALFTIME SHOW AFTER COMPLAINT -- FCC COMMISSIONER
2026-02-18|10:24:08|**GOLDMAN CEO ADMITS HE OWNS BITCOIN**  After years of skepticism  Goldman Sachs CEO David Solomon says he owns a small amount of Bitcoin.  Speaking at the World Liberty Forum in Florida  Solomon described his holdings as “very  very limited” and said he’s not a Bitcoin forecaster—just an observer.  He has previously called Bitcoin volatile and speculative  saying in 2024 that he didn’t see a clear use case.  His shift reflects Wall Street’s growing engagement with crypto as the sector gains legitimacy under President Donald Trump’s administration. Goldman  once constrained by regulation  has largely kept its distance—but the tone is changing.
2026-02-18|10:28:08|**COINBASE CEO: BITCOIN SLIDE IS TEMPORARY**  Coinbase CEO Brian Armstrong says Bitcoin’s recent drop is driven more by psychology than fundamentals.  Speaking to CNBC at the World Liberty Forum in Florida  Armstrong dismissed theories tying the decline to Fed leadership speculation or quantum computing risks. He said investors are simply locking in gains and reacting to what they think others believe.  Armstrong called the downturn likely temporary  noting Coinbase is repurchasing shares and buying more Bitcoin at lower prices.  “Crypto goes up and down ” he said  adding that Bitcoin remains the best-performing asset of the past decade and that the company is focused on the long term.
2026-02-18|11:07:09|FED VICE CHAIR FOR SUPERVISION BOWMAN SAYS LATEST JOBS REPORT A BIT STRANGE  MOST OTHER INDICATORS DON'T SHOW AS STRONG A LABOR MARKET
2026-02-18|11:26:08|U.S. STATE DEPT: RUBIO TAKING STEPS TO IMPOSE VISA RESTRICTIONS AGAINST 18 IRANIAN REGIME OFFICIALS AND TELECOMMUNICATIONS INDUSTRY LEADERS
2026-02-18|11:29:09|WHITE HOUSE: TRUMP ON THURSDAY WILL HOST BOARD OF PEACE MEETING  WILL ANNOUNCE MEMBER STATES HAVE PLEDGED MORE THAN $5 BLN
